username,IP_address,home_office,API_version,redacted_password,contact_address
rune_bratseth,240.187.63.233/18,true,v4,'***********************8,rune_bratseth@baretoev.trd
erlend_loe,33.175.190.22/31,false,v4,f************************t,erlend_loe@baretoev.trd
staale_stensaas,138.43.192.178/23,false,v4,U****************D,staale_stensaas@baretoev.trd
dag_ingebrigtsen,154.54.102.111/27,false,v4,s************************|,dag_ingebrigtsen@baretoev.trd
erik_hoftun,95.223.163.96/28,true,v3,:*******************(,erik_hoftun@baretoev.trd
erik_hoftun,228.5.76.66/32,true,v4,K*********************H,erik_hoftun@baretoev.trd
dag_ingebrigtsen,226.31.66.74/19,false,v3,>***************.,dag_ingebrigtsen@baretoev.trd
harald_martin_brattbakk,240.49.79.180/116,false,v1,l***********************o,harald_martin_brattbakk@baretoev.trd
astrid_s,12.230.242.0/23,true,v1,t****************0,astrid_s@baretoev.trd
ola_by_riise,248.216.219.38/21,false,v3,q**************7,ola_by_riise@baretoev.trd
liv_ullmann,244.1.242.3/17,false,v2,J*******************g,liv_ullmann@baretoev.trd
fritz_nisse,153.141.68.110/28,true,v4,[******************%,fritz_nisse@baretoev.trd
trine_haltvik,95.208.231.231/30,true,v1,D***********************0,trine_haltvik@baretoev.trd
gjertrud_sand,211.124.107.85/18,false,v1,1*********************9,gjertrud_sand@baretoev.trd
marit_bjoergen,79.178.174.234/31,true,v1,#****************_,marit_bjoergen@baretoev.trd
gjertrud_sand,6.162.10.37/19,false,v4,{*********************`,gjertrud_sand@baretoev.trd
trine_haltvik,246.114.243.55/24,false,v3,O****************w,trine_haltvik@baretoev.trd
rune_bratseth,179.26.56.8/27,true,v3,+***************3,rune_bratseth@baretoev.trd
alf_skille,247.4.240.218/30,false,v1,9***********************+,alf_skille@baretoev.trd
anne_b_ragde,196.201.136.200/27,true,v1,C*****************?,anne_b_ragde@baretoev.trd
staale_stensaas,88.160.244.184/21,false,v1,$********************@,staale_stensaas@baretoev.trd
birgit_skarstein,240.229.171.163/26,false,v2,E******************g,birgit_skarstein@baretoev.trd
arve_tellefsen,246.84.166.143/21,true,v4,O*********************',arve_tellefsen@baretoev.trd
dag_ingebrigtsen,218.94.23.123/19,false,v2,r***************t,dag_ingebrigtsen@baretoev.trd
birgit_skarstein,181.203.38.219/29,false,v4,z*****************8,birgit_skarstein@baretoev.trd
goeran_soerloth,48.77.118.58/32,true,v2,B************7,goeran_soerloth@baretoev.trd
rita_ottervik,75.64.209.83/31,false,v2,)******************],rita_ottervik@baretoev.trd
harald_martin_brattbakk,66.136.28.202/18,false,v3,n**************},harald_martin_brattbakk@baretoev.trd
alf_skille,237.52.252.17/19,false,v2,$*************u,alf_skille@baretoev.trd
per_ciljan_skjelbred,27.83.72.232/32,true,v1,x****************j,per_ciljan_skjelbred@baretoev.trd
per_ciljan_skjelbred,219.98.99.65/25,true,v4,X****************:,per_ciljan_skjelbred@baretoev.trd
kvikk_sand,59.17.124.161/28,true,v1,6****************m,kvikk_sand@baretoev.trd
knudsen_og_ludvigsen,55.82.71.239/32,true,v2,t******************L,knudsen_og_ludvigsen@baretoev.trd
fritz_nisse,129.130.92.45/29,false,v4,@************************M,fritz_nisse@baretoev.trd
rune_bratseth,223.141.207.117/27,true,v2,[*************B,rune_bratseth@baretoev.trd
goeran_soerloth,44.218.41.63/26,false,v1,n***********************G,goeran_soerloth@baretoev.trd
gjertrud_sand,224.214.218.85/18,true,v3,5********************R,gjertrud_sand@baretoev.trd
erik_hoftun,219.11.153.6/29,true,v3,c*******************<,erik_hoftun@baretoev.trd
sverre_brandhaug,243.25.189.68/22,false,v2,1*****************1,sverre_brandhaug@baretoev.trd
good_old_gammel_nok,206.140.187.159/17,false,v4,!**********************),good_old_gammel_nok@baretoev.trd
oevre_richter_frich,237.232.212.82/18,false,v1,E************p,oevre_richter_frich@baretoev.trd
anne_b_ragde,61.248.145.186/24,false,v1,$******************I,anne_b_ragde@baretoev.trd
roar_strand,97.142.191.11/25,true,v2,<**********************_,roar_strand@baretoev.trd
goeran_soerloth,13.92.66.85/16,true,v4,~*************R,goeran_soerloth@baretoev.trd
tande_p,84.57.166.211/21,true,v1,x******************#,tande_p@baretoev.trd
good_old_gammel_nok,242.135.213.199/21,false,v3,j******************V,good_old_gammel_nok@baretoev.trd
petter_wavold,16.121.182.71/26,true,v3,p*********************O,petter_wavold@baretoev.trd
terje_tysland,16.117.47.51/22,true,v2,a********************j,terje_tysland@baretoev.trd
birgit_skarstein,48.163.173.238/24,true,v4,}*********************w,birgit_skarstein@baretoev.trd
olaf_sand,112.27.205.14/18,false,v2,a****************V,olaf_sand@baretoev.trd
fritz_nisse,179.84.50.197/29,false,v1,^***********************v,fritz_nisse@baretoev.trd
gjertrud_sand,102.86.8.63/18,true,v3,#*****************2,gjertrud_sand@baretoev.trd
fritz_nisse,222.190.63.242/28,false,v3,:********************F,fritz_nisse@baretoev.trd
alf_skille,146.10.85.106/29,true,v1,D*******************|,alf_skille@baretoev.trd
harald_martin_brattbakk,76.52.183.18/21,false,v3,X*****************e,harald_martin_brattbakk@baretoev.trd
tore_paa_sporet,227.246.153.217/27,false,v2,y***************G,tore_paa_sporet@baretoev.trd
benny_naassaa,83.177.174.13/27,false,v1,P*******************y,benny_naassaa@baretoev.trd
harald_martin_brattbakk,35.61.66.129/29,false,v2,S*****************3,harald_martin_brattbakk@baretoev.trd
erlend_loe,10.183.22.16/17,true,v1,4***********************:,erlend_loe@baretoev.trd
marvin_wiseth,59.84.111.16/22,false,v4,>************$,marvin_wiseth@baretoev.trd
hans_rotmo,121.223.59.79/18,true,v4,.*****************W,hans_rotmo@baretoev.trd
anders_jektvik,120.28.196.187/23,true,v4,D*************6,anders_jektvik@baretoev.trd
astrid_s,173.221.94.43/23,false,v2,(********************,astrid_s@baretoev.trd
roar_strand,136.19.119.120/20,true,v1,@***********************-,roar_strand@baretoev.trd
petter_wavold,222.223.73.211/26,false,v2,G*************F,petter_wavold@baretoev.trd
fritz_nisse,20.254.201.208/20,true,v1,b*****************(,fritz_nisse@baretoev.trd
anders_jektvik,64.58.192.65/24,false,v3,_***************!,anders_jektvik@baretoev.trd
erlend_loe,48.169.172.80/26,true,v4,=*****************q,erlend_loe@baretoev.trd
goeran_soerloth,198.157.118.151/22,false,v4,4******************p,goeran_soerloth@baretoev.trd
tore_paa_sporet,158.150.7.234/29,true,v3,}**********************X,tore_paa_sporet@baretoev.trd
vegard_heggem,136.115.6.108/18,true,v1,q************(,vegard_heggem@baretoev.trd
ola_by_riise,76.217.153.48/19,true,v2,m*******************”,ola_by_riise@baretoev.trd
erik_hoftun,227.208.130.236/29,false,v2,q******************4,erik_hoftun@baretoev.trd
anne_b_ragde,176.161.198.10/21,true,v2,6*****************w,anne_b_ragde@baretoev.trd
tore_paa_sporet,181.213.151.35/17,true,v2,j**************I,tore_paa_sporet@baretoev.trd
aage_aleksandersen,140.213.231.146/16,true,v3,b**********************D,aage_aleksandersen@baretoev.trd
benny_naassaa,156.95.202.89/32,true,v2,K*****************E,benny_naassaa@baretoev.trd
vegard_heggem,131.89.109.38/28,false,v3,<*************0,vegard_heggem@baretoev.trd
anne_b_ragde,35.113.63.30/30,false,v2,Q***************/,anne_b_ragde@baretoev.trd
hansi_nisse,84.38.78.40/28,false,v2,”**************S,hansi_nisse@baretoev.trd
rita_ottervik,165.95.233.39/20,false,v2,K******************5,rita_ottervik@baretoev.trd
olaf_sand,100.247.5.173/21,false,v3,e**************B,olaf_sand@baretoev.trd
sverre_nypan,122.45.32.180/31,true,v2,A**********************G,sverre_nypan@baretoev.trd
liv_ullmann,66.164.102.122/18,false,v2,:************************Q,liv_ullmann@baretoev.trd
harald_martin_brattbakk,228.83.73.122/18,true,v2,A**********************!,harald_martin_brattbakk@baretoev.trd
sverre_brandhaug,152.6.3.158/23,false,v1,Y*****************6,sverre_brandhaug@baretoev.trd
erik_hoftun,79.237.228.39/32,true,v4,j***************K,erik_hoftun@baretoev.trd
liv_ullmann,208.151.33.167/24,true,v1,L*********************`,liv_ullmann@baretoev.trd
are_og_odin,58.100.0.7/19,true,v1,c*****************(,are_og_odin@baretoev.trd
arve_tellefsen,64.173.242.64/18,true,v2,!***********************O,arve_tellefsen@baretoev.trd
goeran_soerloth,49.53.171.186/18,false,v3,7**************F,goeran_soerloth@baretoev.trd
bjorn_tore_kvarme,11.219.64.57/29,true,v4,'********************7,bjorn_tore_kvarme@baretoev.trd
erlend_loe,225.190.245.56/17,false,v3,s****************l,erlend_loe@baretoev.trd
staale_stensaas,11.238.195.156/17,true,v4,X**************q,staale_stensaas@baretoev.trd
tande_p,236.117.55.69/26,true,v1,v*********************>,tande_p@baretoev.trd
gynter_nisse,126.104.97.150/20,false,v3,@************************9,gynter_nisse@baretoev.trd
gynter_nisse,241.38.187.247/28,true,v1,|************************),gynter_nisse@baretoev.trd
bjorn_tore_kvarme,100.86.227.214/29,true,v1,X*************C,bjorn_tore_kvarme@baretoev.trd
trine_haltvik,133.61.202.245/18,false,v4,G******************0,trine_haltvik@baretoev.trd
hansi_nisse,5.119.97.75/29,false,v3,”*****************{,hansi_nisse@baretoev.trd
erik_hoftun,137.10.216.50/17,false,v3,+**********************t,erik_hoftun@baretoev.trd
tore_paa_sporet,96.89.119.75/28,true,v3,[***************c,tore_paa_sporet@baretoev.trd
marit_breivik,182.121.104.98/18,true,v1,o*******************3,marit_breivik@baretoev.trd
marit_breivik,160.113.244.15/29,false,v3,U****************$,marit_breivik@baretoev.trd
astrid_s,10.255.255.188/30,true,v3,$************=,astrid_s@baretoev.trd
aage_aleksandersen,215.191.82.225/23,false,v4,L*************q,aage_aleksandersen@baretoev.trd
kvikk_sand,195.67.131.46/32,true,v4,8*************=,kvikk_sand@baretoev.trd
petter_wavold,147.172.40.0/32,false,v2,C***********************c,petter_wavold@baretoev.trd
vegard_heggem,221.41.123.160/22,false,v1,E***************4,vegard_heggem@baretoev.trd
marvin_wiseth,196.172.156.24/26,true,v1,<*************),marvin_wiseth@baretoev.trd
sverre_brandhaug,163.201.223.133/18,false,v1,z*************b,sverre_brandhaug@baretoev.trd
roar_strand,196.17.66.37/18,false,v1,%******************z,roar_strand@baretoev.trd
trine_haltvik,26.180.18.13/31,false,v2,v************************V,trine_haltvik@baretoev.trd
oevre_richter_frich,190.185.251.123/29,true,v4,R**************L,oevre_richter_frich@baretoev.trd
bjorn_tore_kvarme,212.193.185.248/26,false,v1,g**************B,bjorn_tore_kvarme@baretoev.trd
terje_tysland,101.9.97.27/28,false,v2,]**********************8,terje_tysland@baretoev.trd
aage_aleksandersen,4.156.64.150/25,false,v2,j**************=,aage_aleksandersen@baretoev.trd
rune_bratseth,147.94.99.56/22,false,v1,{********************N,rune_bratseth@baretoev.trd
goeran_soerloth,232.109.36.163/27,true,v1,d**************k,goeran_soerloth@baretoev.trd
erik_hoftun,87.125.104.106/29,true,v4,k***************n,erik_hoftun@baretoev.trd
aage_aleksandersen,200.187.186.71/19,false,v3,%***************^,aage_aleksandersen@baretoev.trd
tore_paa_sporet,187.50.118.94/20,false,v3,n************************h,tore_paa_sporet@baretoev.trd
bjorn_tore_kvarme,119.207.5.67/30,false,v3,o**********************U,bjorn_tore_kvarme@baretoev.trd
alf_skille,122.33.200.81/27,false,v2,w************~,alf_skille@baretoev.trd
knudsen_og_ludvigsen,167.245.59.170/18,false,v4,U******************g,knudsen_og_ludvigsen@baretoev.trd
staale_stensaas,96.81.177.12/17,false,v4,4************************u,staale_stensaas@baretoev.trd
sverre_brandhaug,120.251.196.238/20,false,v4,a***********************a,sverre_brandhaug@baretoev.trd
anne_b_ragde,93.134.255.14/23,true,v2,]*********************|,anne_b_ragde@baretoev.trd
harald_martin_brattbakk,52.151.40.59/27,false,v1,F****************x,harald_martin_brattbakk@baretoev.trd
bjarne_brondbo,88.247.23.72/23,false,v3,@*******************T,bjarne_brondbo@baretoev.trd
knudsen_og_ludvigsen,105.115.9.76/20,false,v3,3*******************,knudsen_og_ludvigsen@baretoev.trd
bjorn_tore_kvarme,206.78.203.8/17,true,v1,(******************Z,bjorn_tore_kvarme@baretoev.trd
petter_wavold,139.98.201.55/25,false,v4,o****************z,petter_wavold@baretoev.trd
vegard_heggem,162.177.238.45/17,true,v1,~**********************[,vegard_heggem@baretoev.trd
rita_ottervik,236.13.220.193/32,true,v4,v*******************(,rita_ottervik@baretoev.trd
olaf_sand,23.79.51.1/32,true,v1,]***************v,olaf_sand@baretoev.trd
are_og_odin,187.125.176.121/18,false,v3,#*****************K,are_og_odin@baretoev.trd
marit_bjoergen,54.67.10.216/19,false,v2,F*****************M,marit_bjoergen@baretoev.trd
petter_wavold,29.246.141.15/32,true,v4,V**************P,petter_wavold@baretoev.trd
roar_strand,235.61.103.6/27,true,v4,K*********************h,roar_strand@baretoev.trd
bjarne_brondbo,136.156.187.181/17,true,v2,C*************6,bjarne_brondbo@baretoev.trd
tande_p,60.241.113.109/22,false,v4,R************L,tande_p@baretoev.trd
rita_ottervik,144.76.135.120/31,true,v1,J******************W,rita_ottervik@baretoev.trd
dag_ingebrigtsen,170.238.53.175/22,true,v2,Q*****************l,dag_ingebrigtsen@baretoev.trd
ola_by_riise,46.210.203.29/19,false,v1,-*********************&,ola_by_riise@baretoev.trd
dag_ingebrigtsen,169.42.197.225/27,false,v4,j***************},dag_ingebrigtsen@baretoev.trd
torstein_flakne,158.21.28.12/25,true,v3,@*****************,torstein_flakne@baretoev.trd
vegard_heggem,188.241.222.244/21,false,v4,d********************',vegard_heggem@baretoev.trd
tande_p,253.128.63.41/25,false,v2,~*******************/,tande_p@baretoev.trd
aage_aleksandersen,182.31.251.203/23,false,v1,J*************#,aage_aleksandersen@baretoev.trd
olaf_sand,68.232.212.213/23,false,v2,h******************H,olaf_sand@baretoev.trd
torstein_flakne,62.202.198.122/16,false,v4,E***********************o,torstein_flakne@baretoev.trd
erlend_loe,122.61.78.150/17,false,v4,N***********************h,erlend_loe@baretoev.trd
benny_naassaa,125.2.159.236/31,false,v4,j**************J,benny_naassaa@baretoev.trd
bjarne_brondbo,78.213.174.230/29,false,v1,k*********************f,bjarne_brondbo@baretoev.trd
birgit_skarstein,156.118.36.235/22,false,v1,a*************%,birgit_skarstein@baretoev.trd
are_og_odin,91.213.148.27/17,true,v4,p********************!,are_og_odin@baretoev.trd
tore_paa_sporet,229.1.190.82/30,false,v4,********************9,tore_paa_sporet@baretoev.trd
anders_jektvik,195.89.40.248/23,false,v4,Y************************0,anders_jektvik@baretoev.trd
olaf_sand,66.223.81.198/22,false,v4,p***********************R,olaf_sand@baretoev.trd
hans_rotmo,225.152.221.126/21,false,v1,Y**********************^,hans_rotmo@baretoev.trd
harald_martin_brattbakk,158.141.53.58/16,false,v4,n************Z,harald_martin_brattbakk@baretoev.trd
ola_by_riise,127.247.99.119/18,true,v2,Y************A,ola_by_riise@baretoev.trd
benny_naassaa,103.250.88.30/25,true,v3,x***********************`,benny_naassaa@baretoev.trd
roar_strand,91.53.80.189/30,false,v2,v*******************1,roar_strand@baretoev.trd
arve_tellefsen,12.56.231.118/27,false,v2,w*************{,arve_tellefsen@baretoev.trd
marvin_wiseth,214.190.146.138/28,false,v4,|********************k,marvin_wiseth@baretoev.trd
kvikk_sand,7.47.161.219/28,true,v4,(*****************{,kvikk_sand@baretoev.trd
marvin_wiseth,157.93.190.249/29,false,v3,h******************v,marvin_wiseth@baretoev.trd
trine_haltvik,215.138.125.68/28,false,v4,&******************(,trine_haltvik@baretoev.trd
roar_strand,52.185.169.10/24,false,v3,0***************=,roar_strand@baretoev.trd
tore_paa_sporet,210.18.120.39/21,false,v3,P***********************P,tore_paa_sporet@baretoev.trd
dag_ingebrigtsen,206.117.136.251/31,true,v1,j*****************J,dag_ingebrigtsen@baretoev.trd
kvikk_sand,161.81.36.166/30,true,v3,s***********************T,kvikk_sand@baretoev.trd
anders_jektvik,214.216.211.221/25,true,v3,z********************p,anders_jektvik@baretoev.trd
harald_martin_brattbakk,140.128.169.124/21,false,v3,z*********************%,harald_martin_brattbakk@baretoev.trd
torstein_flakne,59.135.17.170/26,false,v1,g************************a,torstein_flakne@baretoev.trd
petter_wavold,238.216.39.193/25,false,v2,F*******************',petter_wavold@baretoev.trd
oevre_richter_frich,1.42.60.240/20,true,v1,L***************/,oevre_richter_frich@baretoev.trd
are_og_odin,7.29.223.22/32,true,v3,f********************”,are_og_odin@baretoev.trd
harald_martin_brattbakk,46.131.5.24/20,true,v1,”************************D,harald_martin_brattbakk@baretoev.trd
rune_bratseth,160.178.8.144/22,true,v3,_*************9,rune_bratseth@baretoev.trd
alf_skille,52.165.0.216/29,true,v3,=*******************G,alf_skille@baretoev.trd
fritz_nisse,101.58.212.6/27,false,v4,V*************),fritz_nisse@baretoev.trd
gynter_nisse,227.0.131.179/30,true,v2,v***********************8,gynter_nisse@baretoev.trd
alf_skille,21.63.182.182/23,false,v4,9********************o,alf_skille@baretoev.trd
goeran_soerloth,30.184.192.46/23,false,v4,4*****************0,goeran_soerloth@baretoev.trd
vegard_heggem,14.91.138.155/27,true,v3,F*******************1,vegard_heggem@baretoev.trd
marvin_wiseth,243.87.47.4/28,true,v2,q*****************O,marvin_wiseth@baretoev.trd
bjorn_tore_kvarme,35.69.131.128/21,true,v3,_************************',bjorn_tore_kvarme@baretoev.trd
vegard_heggem,152.231.181.70/17,false,v4,<***********************L,vegard_heggem@baretoev.trd
petter_wavold,214.170.215.57/22,true,v2,2***************9,petter_wavold@baretoev.trd
oevre_richter_frich,246.29.15.25/18,false,v4,k*********************R,oevre_richter_frich@baretoev.trd
tande_p,244.11.63.39/19,false,v3,z*******************X,tande_p@baretoev.trd
erik_hoftun,140.225.94.144/22,true,v2,m**********************j,erik_hoftun@baretoev.trd
roar_strand,74.127.212.18/31,true,v2,U*******************d,roar_strand@baretoev.trd
marit_breivik,183.61.95.157/23,false,v1,%**********************u,marit_breivik@baretoev.trd
tande_p,12.60.210.22/30,true,v4,X***************Q,tande_p@baretoev.trd
kvikk_sand,161.56.31.200/17,true,v1,v*****************2,kvikk_sand@baretoev.trd
staale_stensaas,97.142.27.87/16,true,v3,H***********************1,staale_stensaas@baretoev.trd
gjertrud_sand,167.188.39.145/19,false,v4,s*****************p,gjertrud_sand@baretoev.trd
vidar_riseth,40.75.203.55/30,true,v2,E*****************z,vidar_riseth@baretoev.trd
liv_ullmann,53.142.207.233/16,false,v1,e***************A,liv_ullmann@baretoev.trd
arve_tellefsen,49.6.248.111/30,true,v3,9*****************D,arve_tellefsen@baretoev.trd
marit_bjoergen,251.176.183.21/32,true,v3,x*******************U,marit_bjoergen@baretoev.trd
tore_paa_sporet,201.173.137.122/20,true,v3,{*******************o,tore_paa_sporet@baretoev.trd
astrid_s,36.199.156.227/26,false,v2,A*******************D,astrid_s@baretoev.trd
anders_jektvik,252.23.119.3/21,true,v3,***********************{,anders_jektvik@baretoev.trd
goeran_soerloth,113.34.238.137/30,false,v1,W**************<,goeran_soerloth@baretoev.trd
ola_by_riise,164.95.254.168/18,false,v2,+******************|,ola_by_riise@baretoev.trd
rune_bratseth,13.64.184.251/20,false,v4,C************7,rune_bratseth@baretoev.trd
astrid_s,11.83.203.236/26,false,v1,7************************/,astrid_s@baretoev.trd
erlend_loe,134.146.180.234/21,false,v2,Y************************+,erlend_loe@baretoev.trd
good_old_gammel_nok,44.161.212.48/18,false,v1,3************************t,good_old_gammel_nok@baretoev.trd
marit_breivik,143.43.78.208/22,true,v1,+**********************(,marit_breivik@baretoev.trd
vegard_heggem,30.45.74.181/31,true,v4,Z*************a,vegard_heggem@baretoev.trd
vidar_riseth,198.102.145.244/31,false,v2,w*****************k,vidar_riseth@baretoev.trd
marvin_wiseth,54.164.10.211/28,true,v4,x************@,marvin_wiseth@baretoev.trd
vidar_riseth,224.99.227.226/16,true,v3,X*************+,vidar_riseth@baretoev.trd
fritz_nisse,36.184.227.101/18,true,v4,(*****************s,fritz_nisse@baretoev.trd
dag_ingebrigtsen,18.170.182.42/32,true,v1,z*************#,dag_ingebrigtsen@baretoev.trd
trine_haltvik,23.125.48.9/24,true,v2,-*************v,trine_haltvik@baretoev.trd
goeran_soerloth,154.142.252.150/18,true,v2,0************************C,goeran_soerloth@baretoev.trd
vidar_riseth,11.97.45.113/21,true,v4,D***************y,vidar_riseth@baretoev.trd
olaf_sand,67.79.148.244/22,false,v4,/***************),olaf_sand@baretoev.trd
terje_tysland,4.233.216.25/28,true,v1,+*********************o,terje_tysland@baretoev.trd
oevre_richter_frich,124.172.94.213/22,false,v1,R************************G,oevre_richter_frich@baretoev.trd
tande_p,213.193.65.200/26,false,v1,E*******************5,tande_p@baretoev.trd
tore_paa_sporet,23.210.23.222/18,false,v3,S*******************!,tore_paa_sporet@baretoev.trd
harald_martin_brattbakk,212.66.152.123/31,true,v4,m*****************],harald_martin_brattbakk@baretoev.trd
kvikk_sand,175.88.229.170/26,true,v3,6*********************s,kvikk_sand@baretoev.trd
tande_p,65.190.76.211/28,false,v3,s********************0,tande_p@baretoev.trd
liv_ullmann,79.1.127.112/20,false,v2,q****************6,liv_ullmann@baretoev.trd
marit_bjoergen,240.131.170.221/25,false,v2,x************************V,marit_bjoergen@baretoev.trd
terje_tysland,72.105.115.195/25,false,v1,`**********************J,terje_tysland@baretoev.trd
bjarne_brondbo,65.27.111.245/32,true,v1,&*************4,bjarne_brondbo@baretoev.trd
vegard_heggem,92.238.16.8/23,false,v2,N************},vegard_heggem@baretoev.trd
marit_bjoergen,84.212.57.220/29,true,v1,t************+,marit_bjoergen@baretoev.trd
staale_stensaas,167.253.180.146/19,true,v2,&********************Y,staale_stensaas@baretoev.trd
birgit_skarstein,159.3.120.253/32,false,v1,Y*************L,birgit_skarstein@baretoev.trd
dag_ingebrigtsen,219.66.120.142/23,true,v1,t*************|,dag_ingebrigtsen@baretoev.trd
per_ciljan_skjelbred,39.206.24.239/32,true,v1,[****************s,per_ciljan_skjelbred@baretoev.trd
tore_paa_sporet,169.165.161.96/29,false,v2,R************************&,tore_paa_sporet@baretoev.trd
harald_martin_brattbakk,59.88.154.243/17,false,v2,m**********************r,harald_martin_brattbakk@baretoev.trd
marit_bjoergen,222.254.216.215/31,true,v2,M******************6,marit_bjoergen@baretoev.trd
liv_ullmann,120.17.67.26/30,false,v2,?***************C,liv_ullmann@baretoev.trd
fritz_nisse,197.255.96.52/29,true,v3,P**************K,fritz_nisse@baretoev.trd
sverre_nypan,92.148.44.19/20,true,v1,****************J,sverre_nypan@baretoev.trd
torstein_flakne,136.190.62.156/17,false,v3,>**********************k,torstein_flakne@baretoev.trd
gjertrud_sand,88.137.81.63/30,true,v3,s**************C,gjertrud_sand@baretoev.trd
erik_hoftun,134.216.221.209/21,false,v3,E********************f,erik_hoftun@baretoev.trd
tore_paa_sporet,20.131.5.235/30,true,v4,****************d,tore_paa_sporet@baretoev.trd
astrid_s,129.2.61.142/29,true,v3,R**********************4,astrid_s@baretoev.trd
gynter_nisse,198.90.34.74/26,false,v1,+*********************O,gynter_nisse@baretoev.trd
kvikk_sand,32.173.122.169/31,true,v3,}******************p,kvikk_sand@baretoev.trd
vidar_riseth,49.164.216.145/31,true,v2,B**************!,vidar_riseth@baretoev.trd
per_ciljan_skjelbred,107.36.218.167/17,true,v4,2*****************u,per_ciljan_skjelbred@baretoev.trd
tore_paa_sporet,16.239.107.176/28,false,v1,@***********************G,tore_paa_sporet@baretoev.trd
alf_skille,76.217.80.40/25,true,v4,>********************A,alf_skille@baretoev.trd
benny_naassaa,17.217.83.105/18,true,v2,1***************2,benny_naassaa@baretoev.trd
bjarne_brondbo,214.98.106.21/24,false,v2,V***********************$,bjarne_brondbo@baretoev.trd
kvikk_sand,144.122.40.9/25,false,v2,)***********************F,kvikk_sand@baretoev.trd
dag_ingebrigtsen,190.204.86.134/18,false,v3,>************U,dag_ingebrigtsen@baretoev.trd
fritz_nisse,159.97.30.251/24,false,v1,+**************Y,fritz_nisse@baretoev.trd
sverre_brandhaug,47.211.152.226/21,true,v1,U*******************R,sverre_brandhaug@baretoev.trd
hans_rotmo,130.223.186.26/30,true,v4,#************',hans_rotmo@baretoev.trd
torstein_flakne,109.87.29.16/31,false,v3,Y*****************q,torstein_flakne@baretoev.trd
gjertrud_sand,152.216.37.178/22,false,v1,&**********************],gjertrud_sand@baretoev.trd
oevre_richter_frich,91.204.22.158/18,false,v2,@************9,oevre_richter_frich@baretoev.trd
tande_p,215.232.56.5/25,false,v2,C************************.,tande_p@baretoev.trd
marit_bjoergen,84.116.23.62/25,true,v4,l************A,marit_bjoergen@baretoev.trd
erlend_loe,225.223.125.250/27,false,v4,3***********************O,erlend_loe@baretoev.trd
alf_skille,187.249.114.230/21,false,v1,V***********************Y,alf_skille@baretoev.trd
liv_ullmann,251.2.105.219/24,true,v1,1********************e,liv_ullmann@baretoev.trd
tande_p,220.95.242.109/24,true,v3,|*********************5,tande_p@baretoev.trd
rita_ottervik,8.238.217.11/16,true,v2,(******************@,rita_ottervik@baretoev.trd
marit_bjoergen,202.6.175.212/31,false,v4,M*****************_,marit_bjoergen@baretoev.trd
anne_b_ragde,254.88.164.161/32,true,v4,y***************f,anne_b_ragde@baretoev.trd
harald_martin_brattbakk,185.176.95.168/21,false,v2,f**************{,harald_martin_brattbakk@baretoev.trd
gjertrud_sand,213.24.236.217/26,false,v1,L******************p,gjertrud_sand@baretoev.trd
anne_b_ragde,177.222.151.29/31,false,v3,K**********************^,anne_b_ragde@baretoev.trd
kvikk_sand,62.125.9.220/20,false,v4,J**********************',kvikk_sand@baretoev.trd
birgit_skarstein,6.5.200.52/26,false,v4,k*************$,birgit_skarstein@baretoev.trd
anne_b_ragde,142.19.100.69/32,false,v2,O***********************e,anne_b_ragde@baretoev.trd
roar_strand,197.62.220.141/23,true,v2,Q****************Q,roar_strand@baretoev.trd
tande_p,142.245.234.110/25,false,v1,K********************C,tande_p@baretoev.trd
alf_skille,190.21.74.20/26,false,v3,3***********************<,alf_skille@baretoev.trd
knudsen_og_ludvigsen,63.76.246.43/26,false,v3,>************************m,knudsen_og_ludvigsen@baretoev.trd
are_og_odin,157.102.154.109/26,false,v1,r*************$,are_og_odin@baretoev.trd
per_ciljan_skjelbred,193.227.43.213/25,true,v4,?*****************E,per_ciljan_skjelbred@baretoev.trd
erik_hoftun,27.56.131.225/21,true,v2,n********************J,erik_hoftun@baretoev.trd
fritz_nisse,26.96.104.239/20,true,v3,?************7,fritz_nisse@baretoev.trd
tande_p,255.66.248.97/30,true,v2,t***************&,tande_p@baretoev.trd
gjertrud_sand,118.249.247.169/30,false,v4,0***********************r,gjertrud_sand@baretoev.trd
petter_wavold,67.170.131.125/25,false,v3,&*****************V,petter_wavold@baretoev.trd
liv_ullmann,203.157.174.238/32,false,v4,J******************a,liv_ullmann@baretoev.trd
aage_aleksandersen,84.45.171.247/31,false,v2,M******************5,aage_aleksandersen@baretoev.trd
bjorn_tore_kvarme,176.162.163.156/26,false,v4,s*********************(,bjorn_tore_kvarme@baretoev.trd
are_og_odin,231.147.195.37/20,false,v1,L***********************a,are_og_odin@baretoev.trd
tande_p,236.117.226.254/20,true,v3,:*************K,tande_p@baretoev.trd
tande_p,175.100.50.4/24,true,v2,c********************_,tande_p@baretoev.trd
birgit_skarstein,145.150.96.98/18,true,v4,L*************0,birgit_skarstein@baretoev.trd
good_old_gammel_nok,225.117.21.232/25,true,v1,c************=,good_old_gammel_nok@baretoev.trd
bjorn_tore_kvarme,221.205.64.41/32,false,v2,1********************V,bjorn_tore_kvarme@baretoev.trd
oevre_richter_frich,6.56.175.140/20,true,v2,<*****************),oevre_richter_frich@baretoev.trd
sverre_brandhaug,204.208.91.121/30,false,v2,N***********************&,sverre_brandhaug@baretoev.trd
